0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,4
9,4
10,28
11,28
12,2
13,2
14,11
15,11
16,29
17,25
18,25
19,25
20,25
21,25
22,25
23,25
24,25
25,25
26,33
27,34
28,18
29,15
30,15
31,7
32,15
33,2
34,13
35,7
36,25
37,25
38,25
39,25
40,25
41,25
42,25
43,25
44,25
45,30
46,30
47,31
48,31
49,31
50,20
51,14
52,14
53,14
54,19
55,19
56,4
57,23
58,28
59,28
60,13
61,26
62,26
63,7
64,7
65,25
66,25
67,8
68,34
69,18
70,1
71,7
72,26
73,14
74,14
75,3
76,19
77,19
78,23
79,28
80,2
81,2
82,14
83,14
84,20
85,20
86,27
87,27
88,29
89,21
90,21
91,7
92,7
93,7
94,7
95,7
96,25
97,25
98,25
99,25
100,25
101,25
102,7
103,7
104,7
105,7
106,7
107,7
108,7
109,8
110,8
111,8
112,8
113,7
114,7
115,7
116,5
117,14
118,24
119,34
120,34
121,23
122,15
123,13
124,26
125,9
126,17
127,17
128,17
129,6
130,6
131,6
132,7
133,7
134,7
135,7
136,7
137,25
138,25
139,25
140,17
141,17
142,8
143,6
144,6
145,7
146,7
147,7
148,7
149,25
150,24
151,24
152,24
153,3
154,34
155,18
156,23
157,23
158,15
159,6
160,6
161,6
162,7
163,7
164,7
165,7
166,7
167,7
168,25
169,7
170,7
171,7
172,25
173,25
174,14
175,24
176,24
177,3
178,34
179,23
180,28
181,2
182,2
183,14
184,23
185,23
186,28
187,13
188,13
189,26
190,26
191,14
192,24
193,24
194,24
195,24
196,3
197,19
198,4
199,4
200,0
201,32
202,32
203,19
204,4
205,4
206,23
207,28
208,28
209,2
210,11
211,11
212,14
213,25
214,25
215,25
216,33
217,33
218,6
219,6
220,7
221,25
222,25
223,25
224,14
225,14
226,24
227,24
228,19
229,19
230,32
231,3
232,3
233,4
234,4
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,32
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
